Make,Title_URL,Sale_Type,Price,Model,Additional_Comments,Year,Car_Type,Mileage,Engine_Size,Engine_Type,Transmission,Dealership_Location,Prior_Owners,Information/Detail
Aston Martin DBS,https://www.autotrader.co.uk/car-details/202310102851310?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=82&postcode=wr117jh&fromsra,Approved used,204999.0,5.2 V12 BiTurbo Volante Auto Euro 6 (s/s) 2dr,"B&O, Titanium Exhaust",2023.0,Convertible,7373.0,5.2L,715BHP,Automatic,Dealer locationBelfast,1.0,"Aston Martin Belfast are delighted to offered for sale, this exceptional Aston Martin DBS Volante. First Registered in March 2023 exterior is finished in Q Ion Blue Metallic paint, contrasted by the duotone leather Onyx Black and Aurora Blue, with contrasting silver stitch. Key features include…"
Aston Martin DBX,https://www.autotrader.co.uk/car-details/202312295107633?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=82&postcode=wr117jh&fromsra,Approved used,179995.0,4.0 V8 Auto 4WD Euro 6 (s/s) 5dr,"23"" Alloys| Premium Audio|VATQ",2023.0,SUV,2915.0,4.0L,542BHP,Automatic,Dealer locationWallsend,1.0,Aston Martin Newcastle are proud to offer this stunning VAT Qualifying Aston Martin DBX V8 550 5dr Touch-Tronic finished in Luna White with Onyx Black Leather interior. This car comes with the peace of mind of being supplied under the 'Timeless' Aston Martin Warranty scheme. This DBX has some…
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202310062718032?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=82&postcode=wr117jh&fromsra,Finance available,134995.0,4.0 V8 Roadster Auto Euro 6 2dr,Vat Q| Ex-Demo| Inspire Seats,2023.0,Convertible,2468.0,4.0L,503BHP,Automatic,Dealer locationWallsend,1.0,"Ex-Demo| Vat Q| Immediate delivery| Sold with 5 years servicing package f.o.c. Aston Martin Newcastle are proud to offer this stunning V8 Vantage Roadster. Finished in Lunar white with dark knight an light Argento aniline leather interior. Specification including 21 inch satin black wheels, Vaned…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202310102863394?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=82&postcode=wr117jh&fromsra,Unknown,117999.0,4.0 V8 Roadster Auto Euro 6 2dr,"Premium Audio, Ventilated Seat",2022.0,Convertible,7222.0,4.0L,503BHP,Automatic,Dealer locationBelfast,1.0,"Aston Martin Belfast are delighted to offer for sale, this head turning Aston Martin Vantage Roadster. Registered in September 2022 this 1 owner vehicle is finished in Ion Blue with Onyx Black Leather and Alcantara Interior, with contrasting grey stitch. Key features and specification include the…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202309292476520?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=82&postcode=wr117jh&fromsra,Finance available,99990.0,6.0 V12 S Roadster Sportshift Euro 5 2dr,Q Special Vertigo Blue,2015.0,Convertible,17500.0,6.0L,573PS,Automatic,Dealer locationStonehaven,3.0,"**FREE DELIVERY** The Auto Lounge are delighted to offer for sale this beautiful and rather rare Q Special Vertigo Blue V12 Vantage S Roadster. This particular example boasts a comprehensive specification which includes: Cream Truffle Leather Interior and Matching Stitch, Factory Fitted Garmin…"
Aston Martin DBX,https://www.autotrader.co.uk/car-details/202311284355308?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=82&postcode=wr117jh&fromsra,Finance available,154995.0,4.0 V8 Auto 4WD Euro 6 (s/s) 5dr,Plasma Blue | 23'' Wheels,2023.0,SUV,3800.0,4.0L,542BHP,Automatic,Dealer locationWallsend,1.0,"Aston Martin Newcastle are proud to offer this stunning Aston Martin DBX V8 DBX550 5dr Touch-Tronic finished in Plasma Blue.  This DBX has some highly desirable factory upgrades Aston Martin Premium Audio, Blind Spot Assistance, Black Hood Mesh, Power Tailgate With Gesture Control,  Aston Martin…"
Aston Martin Vanquish,https://www.autotrader.co.uk/car-details/202311013535373?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=82&postcode=wr117jh&fromsra,Unknown,67500.0,5.9 S 2dr,"Heated / Elec Seats, Phone,",2005.0,Coupe,34900.0,5.9L,520BHP,Automatic,Dealer locationInverurie,3.0,"Capable of 200 mph, the 5.9 V12 Aston Martin Vanquish S is one of the 21st Centuries most distinguishable and sought after  performance cars. This 2005 example looks fantastic in Titanium Silver and has covered just 34, 900 miles., A press of the button and the a 5.9 litre V12 engine bellows into…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202309282461144?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=82&postcode=wr117jh&fromsra,Finance available,120000.0,4.0 V8 Auto Euro 6 2dr,"Vat Q| Ex-Demo| 21"" Alloys",2023.0,Coupe,2120.0,4.0L,503BHP,Automatic,Dealer locationWallsend,1.0,VAT Q VEHICLE! Aston Martin Newcastle are pleased to offer this Vantage Coupe V8 finished in Hyper Red with Onyx Black leather and Spicy red contrast stitch.  The vehicles comes with Carbon PPF Wrap on the Side Gills and Roof.  Comes with the following: 21' Alloy Wheels in Satin Black | Premium…
Aston Martin Virage,https://www.autotrader.co.uk/car-details/202304066023274?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=82&postcode=wr117jh&fromsra,Unknown,44950.0,5.3 2dr,A STUNNING NICE SPEC VIRAGE,1992.0,Coupe,31500.0,5.3L,330BHP,Automatic,Dealer locationMarlow,6.0,"A STUNNING 1992 ASTON MARTIN V8 VIRAGE IN CANNOCK BLACK WITH LIGHT GREY FULL LEATHER INTERIOR. ONLY 31,500 MILES WITH GOOD SERVICE HISTORY AND JUST HAD A FULL MAJOR SERVICE. UNMARKED CANNOCK BLACK PAINT WORK WITH NICELY DETAILED ENGINE BAY. BRAND NEW FACTORY VANTAGE ALLOYS WITH NEW TYRES. EXCELLENT…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202401105420346?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=83&postcode=wr117jh&fromsra,Approved used,224990.0,5.2 V12 BiTurbo Auto Euro 6 (s/s) 2dr,Unknown,2022.0,Coupe,4000.0,5.2L,690BHP,Automatic,Dealer locationBristol,1.0,"Dark Knight - Semi Aniline interior, Blue, 1 owner, Aston Martin Timeless Certified Pre-Owned, £224,990"
Aston Martin DBX,https://www.autotrader.co.uk/car-details/202307149637929?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=83&postcode=wr117jh&fromsra,Approved used,169995.0,4.0 V8 Auto 4WD Euro 6 (s/s) 5dr,"Ion Blue| 23"" Wheels | Vat Q",2023.0,SUV,2605.0,4.0L,542BHP,Automatic,Dealer locationWallsend,1.0,Vat Q Ex-Demo. Aston Martin Newcastle are proud to offer this stunning Aston Martin DBX V8 550 5dr Touch-Tronic finished in Ion Blue with Onyx Black Leather with Cote D Azure Blue Stitch. This car comes with the peace of mind of being supplied under the 'Timeless' Aston Martin Warranty scheme. This…
Aston Martin Vanquish,https://www.autotrader.co.uk/car-details/202208118702510?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=83&postcode=wr117jh&fromsra,Unknown,424999.0,6.0 V12 Zagato T-TronIII Euro 6 2dr,"Zagato, 1 of 99",2017.0,Coupe,18.0,6.0L,595BHP,Automatic,Dealer locationBelfast,1.0,"Aston Martin Belfast are delighted to offer for sale, this stunning Zagato Coupe finished in Ming Blue with a duotone Pure Black and Pearl White Leather interior. Showcasing the 6.0-litre V12 Naturally Aspirated Engine in it's most powerful variant was a fitting tribute to one of the industries…"
Aston Martin DBX,https://www.autotrader.co.uk/car-details/202312305139085?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=83&postcode=wr117jh&fromsra,Approved used,174990.0,4.0 V8 707 Auto 4WD Euro 6 (s/s) 5dr,Lightning Silver - 1 owner,2023.0,SUV,1700.0,4.0L,697BHP,Automatic,Dealer locationBristol,1.0,"Aston Martin Bristol would like to present to you this wonderful DBX707 finished in Lightning Silver alongside a contrasting Onyx Black Semi Aniline Leather interior. This DBX707 comes with some impressive options including Aston Martin Premium Audio, Auto Park Assist, Blind Spot Assist, Power…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202312154846667?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=83&postcode=wr117jh&fromsra,Finance available,108000.0,4.0 V8 Roadster Auto Euro 6 2dr,Premium Audio| 5yrs serv| VATQ,2022.0,Convertible,9806.0,4.0L,503BHP,Automatic,Dealer locationWallsend,1.0,"Aston Martin Newcastle are proud to offer this stunning V8 Vantage Roadster. Finished in Lunar White with Onyx black leather. Specification including Aston martin premium audio, 20 inch lightweight forged alloy wheels, Sports plus seats, Vaned front grille, Gloss black lower and upper exterior…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202401085361745?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=83&postcode=wr117jh&fromsra,Unknown,72950.0,4.0 V8 Auto Euro 6 2dr,"China Grey, Sports Plus Pack",2018.0,Coupe,30861.0,4.0L,510PS,Automatic,Dealer locationCamberley,3.0,2018 (68 Reg) Aston Martin V8 Vantage Coupe | Finished in China Grey with Pure Black Alcantara and Obsidian Black Leather Interior | 20inch Forged Gloss Black Wheels with Yellow Brake Calipers | Sports Plus Pack | Gloss Black Bodypack | Aston Martin Premium Audio | Comfort Pack | Heated Front Seats…
Aston Martin DB7,https://www.autotrader.co.uk/car-details/202311023574943?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=83&postcode=wr117jh&fromsra,Unknown,29850.0,5.9 Vantage 2dr,Manual - Great History,2004.0,Coupe,54000.0,5.9L,420BHP,Manual,Dealer locationHemel Hempstead,4.0,"Available soon , Green, 4 owners, £29,850"
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202308231129606?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=83&postcode=wr117jh&fromsra,Finance available,29980.0,5.9 Seq 2dr,LAST OWNER 15 YEARS FAMSH DBS,2005.0,Coupe,63000.0,5.9L,450BHP,Automatic,Dealer locationBanbury,,"LAST OWNER SINCE 2008, 17 SERVICES, DBS ALLOY WHEELS, VERY RARE. Cherished by its last owner for 15 years.In their ownership,they covered 44,000 miles with 17 service stamps recorded of which 15 are by the main dealers.Only serviced by The same Aston dealer in the Gents ownership.Recently serviced…"
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202308311387991?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=83&postcode=wr117jh&fromsra,Unknown,42850.0,5.9 2dr,**RARE MANUAL GEARBOX **,2005.0,Coupe,28000.0,5.9L,450BHP,Manual,Dealer locationKineton,,"Rare Aston Martin DB9 Coupe Manual for sale., McGurk Performance Cars are once again very pleased to offer this rare DB9 V12 Coupe Manual for sale finished in Nero Daytona Black Metallic over Obsidian Leather. The car was first registered in June 2005 and has the following specification :-, 19"" 5…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202304246610547?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=83&postcode=wr117jh&fromsra,Unknown,27995.0,4.3 V8 Euro 4 2dr,10 STAMPS+19”ALLOYS+Only 54K!!,2007.0,Coupe,54400.0,4.3L,385PS,Manual,Dealer locationCoventry,,"Hpi clear only 54,400 miles from new 11 months mot 10 Aston Martin Main Dealer Service Stamps FAMSH On Mileage Intervals Last Serviced at 53,156 miles on 09/09/2022 only 1,300 miles since last service D.O.R 05/02/2007 2007-56 plate 2Xkeys Private AMV Number Plate Included on purchase An Immaculate…"
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202312064596075?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=83&postcode=wr117jh&fromsra,Unknown,39995.0,5.9 Seq 2dr,"1 owner, 16 Services",2006.0,Coupe,7200.0,5.9L,450BHP,Automatic,Dealer locationLoughborough,1.0,"A time warp DB9 with only 1 owner and 16 Aston Martin Main Dealer Services. , Last serviced on 30/05/2023 at 6,945 miles, Full dealership history, Full leather interior, Metallic Toro, 1 owner, £39,995"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202308110687599?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=84&postcode=wr117jh&fromsra,Unknown,36850.0,4.3 V8 Euro 4 2dr,** LOW ROAD TAX **,2006.0,Coupe,13900.0,4.3L,385PS,Manual,Dealer locationKineton,,"McGurk Performance Cars are very pleased to offer this low mileage V8 Vantage. Finished in Onyx Black over Obsidian and Moon Shadow Leather. The car was first registered in February 2006 and has the following specification:-, **Low Tax Band**, 19” 7 Spoke Alloy Wheels, Satellite Navigation…"
Aston Martin Rapide,https://www.autotrader.co.uk/car-details/202305097167518?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=84&postcode=wr117jh&fromsra,Finance available,36995.0,6.0 V12 T-TronicII Euro 5 4dr,"RETAILS AT £43,000+ONLY 29K!!",2012.0,Saloon,29029.0,6.0L,477PS,Automatic,Dealer locationCoventry,,"Hpi clear only 29,029 miles from new 11 months mot FAMSH on mileage intervals Last serviced at 25,658 miles By Aston Main Dealers on 23/06/2022  Serviced only by Aston Martin  Main Dealers and serviced by ourselves at 29,021 miles 25/04/2023 2xKeys an absolutely magnificent example impeccable…"
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202312225019902?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=84&postcode=wr117jh&fromsra,Unknown,31995.0,6.0 V12 T-TronicII Euro 4 2dr,LOW MILES 41K + SPORTS PACK,2009.0,Coupe,41000.0,6.0L,477PS,Automatic,Dealer locationLondon,,"ASTON MARTIN DB9 6.0 V12, Date of Registration: 2009, Spec: Smoke Silver Metallic, Perforated Black Leather Interior, T-Tronic Automatic Gearbox, Sports Pack, Sat Nav, Suede Headlining, Electric Heated Seats, 19"" Alloys, Dolby Pro Logic Speakers, Walnut Veneer Facia, Red Brake Calipers, Parking…"
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202312225006838?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=84&postcode=wr117jh&fromsra,Unknown,29850.0,5.9 Seq 2dr,FULL DEALER HISTORY,2007.0,Coupe,48800.0,5.9L,450BHP,Automatic,Dealer locationKineton,,"McGurk Performance Cars are please to offer this DB9 finished I Meteorite Silver over Iron Ore Leather. First registered in March 2007 the car has the following specification:-, 19” 15 Spoke Alloy Wheels, Heated Front Seats, Satellite Navigation, Rear Parking Sensors, Cruise Control, Bluetooth…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202312225019856?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=84&postcode=wr117jh&fromsra,Unknown,24995.0,4.3 V8 Roadster Sportshift Euro 4 2dr,HIGH SPEC + PRIVATE PLATE,2009.0,Convertible,79000.0,4.3L,385PS,Automatic,Dealer locationLondon,,"ASTON MARTIN VANTAGE 4.3 V8 ROADSTER, Date of Registration: 2009, Spec: Blue Metallic, Beige Leather Interior, Automatic Gearbox, Sat Nav, Electric Heated Seats, Air Con, Electric Soft Top, CD Player, Electric Windows/Mirrors, Remote Locking, Steering Control - 79,000 GENUINE MILES - SERVICE…"
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202301193418587?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=84&postcode=wr117jh&fromsra,Unknown,32980.0,5.9 Seq 2dr (EU4),"2 OWNER,LOW MILES,FULL ASTON H",2005.0,Coupe,14890.0,5.9L,450BHP,Automatic,Dealer locationCardiff,2.0,"Dreamspec are proud to present this special order Aston Martin DB9 coupe in Tungsten met complemented with light grey hide coupled with a great factory spec including light grey hide with matching stitching ,optional 19 inch wheels,phantom grey carpets,grey brake calipers,optional front hi line…"
Aston Martin DB7,https://www.autotrader.co.uk/car-details/202209149748807?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=84&postcode=wr117jh&fromsra,Unknown,19900.0,5.9 Volante 2dr,2 owners-Last since 2008 - 43k,2001.0,Convertible,43330.0,5.9L,420BHP,Automatic,Dealer locationDevizes,,"Aston Martin DB7 6.0 V12 Vantage Volante Automatic, A 2001 - 51 registered car that has covered just 43330 miles from new - with just 2 owners from new - the last since 2008, A simply gorgeous car finished in the very best colour combination of Midnight Blue Metallic, Blue Mohair Hood and Ivory and…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202401125497522?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=84&postcode=wr117jh&fromsra,Unknown,26850.0,4.3 V8 Euro 4 2dr,* New Twin Plate Clutch *,2006.0,Coupe,72900.0,4.3L,385PS,Manual,Dealer locationKineton,,"McGurk Performance Cars are pleased to once again offer this V8 Vantage 4.3 Coupe Manual finished in Tungsten Silver Metallic over Obsidian Leather. First registered in March 2006 the car has a brand new twin plate clutch and the following specification:-, 19” 7 spoke Alloy Wheels, Satellite…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202401035206121?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=84&postcode=wr117jh&fromsra,Approved used,34950.0,4.3 V8 Euro 4 2dr,Beautiful Condition,2007.0,Coupe,32500.0,4.3L,380BHP,Manual,Dealer locationMilton Keynes,,"Caspian Blue interior, Slate Blue, Aston Martin Works the historical home of Aston Martin since 1954, £34,950"
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202401185664223?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=84&postcode=wr117jh&fromsra,Finance available,61850.0,6.0 V12 Volante T-TronicII Euro 5 2dr,£20K CARBON FIBRE OPTIONS !!,2012.0,Convertible,32000.0,6.0L,517PS,Automatic,Dealer locationKineton,,"McGurk Performance Cars are very pleased to offer this stunning Face Lift DB9 Volante finished in Skyfall Silver over Chancellor Leather. The car was first registered in September 2012 and has the following high specification:-, 2013 Model Year, £20,000 of Carbon Fibre Factory Options including…"
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202311184078313?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=84&postcode=wr117jh&fromsra,Approved used,34900.0,5.9 Seq 2dr,Great Specification.,2008.0,Coupe,50800.0,5.9L,450BHP,Automatic,Dealer locationBrentwood,,"This Stunning DB9 Coupe is finished in Grigio Titanio with Caspian Blue interior and contrast Falcon Grey stitching. 12 months Premium Aston Martin Warranty Included. DB9 with a very rare colour combination. Extensive options include: Grey Brake Callipers, Walnut Veneer Facia Trim, Optional Front…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202312285104001?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=85&postcode=wr117jh&fromsra,Unknown,25995.0,4.3 V8 Euro 4 2dr,Immaculate inside out,2005.0,Coupe,72000.0,4.3L,385PS,Manual,Dealer locationBradford,5.0,"We are absolutely delighted to offer this magnificent motor vehicle …pls don’t be confused…this motor vehicle is an immaculate specimen .larger alloy wheels …viewing essential any inspection welcome ..px welcome , Full service history, Excellent bodywork, Black Full leather interior - Excellent…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202311133902647?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=85&postcode=wr117jh&fromsra,Finance available,82950.0,4.0 V8 Auto Euro 6 2dr,Unknown,2019.0,Coupe,18765.0,4.0L,502BHP,Automatic,Dealer locationMilton Keynes,,"Full service history, Black Pure Black Alcantara interior, Cosmos Orange, Aston Martin Works the historical home of Aston Martin since 1954, £82,950"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202310072750192?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=85&postcode=wr117jh&fromsra,Finance available,32980.0,4.3 V8 Sportshift Euro 4 2dr,LTD. ED. N400 FAMSH,2009.0,Coupe,48263.0,4.3L,400BHP,Automatic,Dealer locationCardiff,,Dreamspec are proud to present this outstanding Aston Martin Vantage N400 Special edition number 62 out of a worldwide 240 units produced.The N400 denotes the increase to 400 bhp and commemorates the racing at the nurburgring ring hence the N. This particular model is supplied in a great colour…
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202401185662201?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=85&postcode=wr117jh&fromsra,Finance available,69850.0,6.0 V12 Volante T-TronicII Euro 5 2dr,1 OWNER STUNNING CAR !!!,2014.0,Convertible,14000.0,6.0L,517PS,Automatic,Dealer locationKineton,,"McGurk Performance Cars are delighted to offer this stunning DB9 Volante Finished in Midnight Blue over Winter Wheat leather. The car was first registered in September 2014 and has the following specifications:-, Only 1 Owner, 20” 5 Spoke Alloy Wheels, Garmin Satellite Navigation, Bluetooth, Heated…"
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202310203186745?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=85&postcode=wr117jh&fromsra,Finance available,49850.0,6.0 V12 T-TronicII Euro 5 2dr,Face lift Model,2013.0,Coupe,38600.0,6.0L,517PS,Automatic,Dealer locationKineton,,McGurk Performance Cars are delighted to offer this very desireable Face Lift V12 DB9 Coupe finished in Onyx Black Metallic over Obsidian Black leather with contrasting White Piping  and Obsidian Ribbed Leather roof lining. The car was first registered in March 2013 and has the following…
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202312044526933?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=85&postcode=wr117jh&fromsra,Unknown,39850.0,4.7 V8 Euro 4 2dr,Perfect Example and History,2008.0,Coupe,26779.0,4.7L,426PS,Manual,Dealer locationKineton,,"McGurk Performance Cars are pleased to offer this 4.7 Vantage finished in Tungsten Silver over Obsidian Leather. First registered in June 2008 the car has the following specification:-, 2009 Model Year 4.7, Satellite Navigation, 20 Spoke Alloy Wheels, Premium Audio, Electric Memory Seats, H.I.D…"
Aston Martin Rapide S,https://www.autotrader.co.uk/car-details/202310193146480?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=85&postcode=wr117jh&fromsra,Finance available,69850.0,6.0 V12 S T-TronIII Euro 6 4dr,8-Speed Auto,2016.0,Saloon,11600.0,6.0L,560PS,Automatic,Dealer locationKineton,,"A stunning Rapide S , Finished in Midnight Blue Metallic over Sandstorm  Leather. First registered in October 2016. The car has the following specification:-, 20” Directional 10 Spoke Alloy Wheels, 8-Speed Touchtronic III Auto,  Satellite Navigation, Bang & Olufsen Beosound Premium Audio…"
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202312184907387?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=85&postcode=wr117jh&fromsra,Finance available,29980.0,5.9 Seq 2dr,2007MY FSHX14 BEAUTIFUL COLOUR,2007.0,Coupe,60000.0,5.9L,450BHP,Automatic,Dealer locationBanbury,,"2007 MY,SUPERB MILEAGE,FSH-14 SERVICES, RARE V12 GT.Cherished by its last owners.With 14 service stamps recorded of which mostly have been done by the main dealers&specialist only.Will be Supplied with a 01.2025 mot along with just being serviced by one of the most prestigious marque specialist…"
Aston Martin DB11,https://www.autotrader.co.uk/car-details/202309182098213?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=85&postcode=wr117jh&fromsra,Finance available,79890.0,4.0 V8 Volante Auto Euro 6 (s/s) 2dr,"SPECIAL ORDER COLOUR,HI SPEC,L",2018.0,Convertible,18050.0,4.0L,510PS,Automatic,Dealer locationCardiff,2.0,"Dreamspec are proud to present this outstanding 4ltr v8 Aston Martin DB11 Volante in special order off line AML paint in Ultramarine coupled with Aston history,2 owners and low miles with a host of factory extras. *****ADDITIONAL FACTORY EXTRAS***** Aurora Blue) (Caithness Leather) Stitching:Aurora…"
Aston Martin Rapide,https://www.autotrader.co.uk/car-details/202310183118164?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=85&postcode=wr117jh&fromsra,Unknown,31995.0,6.0 V12 T-TronicII Euro 5 4dr,Full AMSH,2011.0,Saloon,67000.0,6.0L,477PS,Automatic,Dealer locationKnutsford,,"For sale we have this Aston Martin Rapide, finished in Tungsten silver and a black leather interior. Benefitting from a full aston martin service history, this vehicle features many desirable options including heated/cooling electric memory seats, rear entertainment, Bang & Olufsen sound…"
Aston Martin DB11,https://www.autotrader.co.uk/car-details/202312064601479?journey=PROMOTED_LISTING_JOURNEY&sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=85&postcode=wr117jh&fromsra,Unknown,65990.0,4.0 V8 Auto Euro 6 (s/s) 2dr,360 CAM|MEMORY HEATED SEATS,2017.0,Coupe,33754.0,4.0L,510PS,Automatic,Dealer locationHarrogate,,"360 Surround View Camera with Integrated Reversing Camera, Electric Memory Heated and Cooled Front Seats, Privacy Glass, Easy Entry/Exit, Leather/Suede Cloth Headlining, Leather Multi-Function Steering Wheel with Shift Paddles, Cruise Control and Speed Limiter, Voice Control, Bluetooth, Satellite…"
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202311274337631?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=86&postcode=wr117jh&fromsra,Finance available,69950.0,6.0 V12 GT T-TronicII Euro 6 2dr,Unknown,2016.0,Coupe,13995.0,5.9L,540BHP,Automatic,Dealer locationMilton Keynes,,"Obsidian Black interior, Meteorite SILVER, Aston Martin Works the historical home of Aston Martin since 1954, £69,950"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202312114724053?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=86&postcode=wr117jh&fromsra,Unknown,59850.0,6.0 V12 Euro 4 2dr,* QUANTUM SILVER MANUAL V12*,2009.0,Coupe,54900.0,6.0L,517PS,Manual,Dealer locationKineton,,"McGurk Performance Cars are very happy to offer this V12 Vantage finished in Quantum Silver over Obsidian Leather. The car was first registered in December 2009 and has the following specification:-, 19” 10 Spoke Graphite Diamond Turned Alloy Wheels, Satellite Navigation, Bluetooth, Cruise Control…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202307260083130?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=86&postcode=wr117jh&fromsra,Finance available,49950.0,4.7 V8 Roadster Euro 5 2dr,12 Months Aston Warranty,2015.0,Convertible,13325.0,4.7L,420BHP,Manual,Dealer locationMilton Keynes,,"Obsidian Black interior, Onyx Black, Aston Martin Works the historical home of Aston Martin since 1954, £49,950"
Aston Martin DB9,https://www.autotrader.co.uk/car-details/202312124755153?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=86&postcode=wr117jh&fromsra,Finance available,79850.0,6.0 V12 GT Volante T-TronicII Euro 6 2dr,*RARE CAR FULL DEALER HISTORY*,2016.0,Convertible,21022.0,6.0L,547PS,Automatic,Dealer locationKineton,,"McGurk Performance Cars are delighted to offer this stunning DB9 GT Volante. Finished in Scintilla Silver over Winter Wheat leather. The car was first registered in March 2016 and has the following specification:-, DB9 GT with 540 BHP, 20” 5 Spoke Gloss Black Diamond Turned Alloy Wheels, Front and…"
Aston Martin Rapide S,https://www.autotrader.co.uk/car-details/202312194929512?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=86&postcode=wr117jh&fromsra,Finance available,62850.0,6.0 V12 S T-TronIII Euro 6 4dr,Rare One of One,2015.0,Saloon,20500.0,6.0L,560PS,Automatic,Dealer locationKineton,,"One of One Rapide S, Finished in Devine Red Metallic over Ivory  Leather and Red Embroidery:  First registered in September  2015. The car has the following specification:-, 20” Diamond Turned Alloy Wheels, 8-Speed Touchtronic III Auto,  Satellite Navigation, Bang & Olufsen Beosound Premium Audio…"
Aston Martin Vantage,https://www.autotrader.co.uk/car-details/202311274322111?sort=relevance&advertising-location=at_cars&make=Aston%20Martin&page=86&postcode=wr117jh&fromsra,Unknown,38850.0,4.3 V8 Euro 4 2dr,Pro-Drive Performance Upgrades,2006.0,Coupe,34000.0,4.3L,385PS,Manual,Dealer locationKineton,2.0,"McGurk Performance Cars are delighted to offer this V8 Vantage with the Prodrive Engine Performance Pack. Finished in Tungsten Silver Metallic over Obsidian  Leather. The car was first registered I July 2006 and has the following high specification:-, 425 BHP Prodrive Performance Pack including…"
